PRODUCT;AGE;AREA;RESIDENTIAL_PLACE;EDUCATION;MARITAL_STATUS;HOUSEHOLD_MEMBERS;NO_OF_DEPENDENTS;INCOME;WORK_SENIORITY;BUSINESS AGE;ECONOMIC_SECTOR;EMPLOYEE_NO;LENGTH_RELATIONSHIP_WITH_CLIENT;DEBIT_CARD;CURRENT_ACCOUNT;SAVING_ACCOUNT;SALARY_ACCOUNT;FOREIGN_ACCOUNT;FINALIZED_LOAN;DEPOSIT;PENSION_FUNDS;DEFAULT_FLAG
C;27;Rural area;Living with family;University;married;2;0;1080.0;3;8;Public administration and defence;between 21-50;1;False;0;0;0;0;0;0;0;0
F;51;County capital;Owner without mortgage;University;married;2;0;3904.0;22;45;Public administration and defence;between 101-250;1;True;1;0;0;0;0;0;0;0
C;46;Urban area;Owner without mortgage;University;married;2;0;1609.0;17;55;Education;between 21-50;12;False;0;0;0;0;1;0;0;0
B;62;County capital;Owner without mortgage;University;married;2;0;838.0;5;16;Missing;Missing;14;True;1;0;0;0;1;0;0;0
C;25;County capital;Living with family;University;single;1;1;1492.545;2;25;Manufacturing;> 1.000;1;True;1;0;1;0;0;0;0;1
B;36;Urban area;Owner without mortgage;Missing;married;2;0;2375.965;2;2;Other;between 51-100;1;False;0;0;0;0;0;0;0;0
E;39;Rural area;Owner without mortgage;University;married;4;2;1656.0;17;55;Education;between 51-100;1;True;1;0;1;0;0;0;0;0
C;56;County capital;Owner without mortgage;Highschool;single;1;0;1907.0;4;4;Transportation and storage;> 1.000;1;False;0;0;0;0;0;0;0;0
E;49;Rural area;Owner without mortgage;Missing;married;2;0;1379.0;15;24;Water supply;between 501-1.000;1;True;1;0;0;0;0;0;0;0
C;53;County capital;Living with family;University;single;1;0;1624.0;2;16;Education;> 1.000;1;True;1;0;1;0;0;0;0;0
C;35;Rural area;Living with family;Highschool;married;3;1;2697.5;2;23;Other;> 1.000;5;True;1;0;0;0;0;0;0;0
E;46;Rural area;Owner without mortgage;Other;married;2;0;3241.33;7;9;Manufacturing;between 251-500;1;True;1;0;1;0;0;0;0;0
C;54;Urban area;Owner without mortgage;Vocational school;married;2;0;1116.73;10;16;Water supply;between 0-10;14;True;1;0;0;0;0;0;0;0
B;66;Urban area;Owner without mortgage;Highschool;widow;1;0;1009.0;5;16;Missing;Missing;7;False;1;0;0;0;0;0;0;0
F;48;County capital;Living with family;Post-graduate;married;2;0;3807.0;12;13;Public administration and defence;between 501-1.000;2;False;0;0;0;0;0;0;0;0
E;44;Rural area;Owner without mortgage;University;married;4;2;3354.075;3;3;Electricity and gas;> 1.000;1;True;1;0;0;0;0;0;0;0
E;42;County capital;Owner with mortgage;Missing;married;3;1;9224.0;4;4;Electricity and gas;between 251-500;10;True;1;0;0;0;0;0;0;0
F;59;Rural area;Owner without mortgage;Post secondary school;married;2;1;1899.0;5;16;Missing;Missing;22;False;0;0;0;0;0;0;0;0
C;26;Rural area;Living with family;College;single;1;0;1607.0;4;13;Manufacturing;between 101-250;1;False;0;0;0;0;0;0;0;0
E;66;County capital;Owner without mortgage;Other;divorced;1;0;568.0;5;16;Missing;Missing;2;True;1;0;1;0;0;0;0;0
B;37;Rural area;Owner without mortgage;Vocational school;married;2;0;4160.5;4;9;Construction;between 51-100;10;True;1;0;0;0;0;0;0;0
B;28;Urban area;Owner without mortgage;College;single;1;0;920.0;3;12;Wholesale and retail trade;between 101-250;2;False;0;0;0;0;0;0;0;0
B;39;Rural area;Living with family;Highschool;married;2;0;3650.9;2;2;Transportation and storage;between 501-1.000;1;False;1;0;0;0;0;0;0;0
C;69;County capital;Owner without mortgage;Middle school;widow;1;0;786.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
B;44;Rural area;Owner without mortgage;University;single;1;0;991.25;4;5;Other;between 251-500;2;False;0;0;0;0;0;0;0;1
B;27;County capital;Living with family;Other;single;1;0;4014.0;8;22;Other;between 51-100;7;False;0;0;0;0;0;0;0;0
E;50;County capital;Owner without mortgage;University;married;2;0;2782.41;3;3;Electricity and gas;> 1.000;13;True;1;0;0;0;1;0;0;0
B;55;Rural area;Owner without mortgage;Highschool;married;3;1;1660.25;4;24;Missing;between 21-50;11;False;0;0;0;0;1;0;0;0
C;68;Rural area;Living with family;Highschool;married;2;0;818.0;5;16;Missing;Missing;7;False;0;0;0;0;1;0;0;0
B;40;County capital;Owner without mortgage;University;divorced;1;0;4112.67;3;17;Missing;between 101-250;13;False;0;0;0;0;1;0;0;0
F;42;Urban area;Living with family;University;single;1;0;3063.0;17;17;Transportation and storage;> 1.000;2;False;0;0;0;0;0;0;0;0
C;37;County capital;Owner with mortgage;University;married;4;2;3559.5;5;16;Missing;Missing;10;True;1;0;0;0;1;0;0;0
C;33;Urban area;Living with family;University;single;1;0;2146.392;2;21;Public administration and defence;> 1.000;2;True;1;0;1;0;0;0;0;0
B;53;County capital;Owner with mortgage;University;married;2;0;3084.0;3;17;Other;between 21-50;1;True;1;0;0;0;0;0;0;0
E;39;Rural area;Owner without mortgage;Highschool;married;2;0;1191.0;6;6;Water supply;between 51-100;1;True;1;0;1;0;0;0;0;0
C;28;Urban area;Living with family;Missing;married;2;0;1277.65;7;8;Wholesale and retail trade;between 101-250;8;False;0;0;0;0;0;0;0;0
B;55;Urban area;Owner without mortgage;Vocational school;divorced;1;0;2498.67;3;3;Electricity and gas;between 501-1.000;1;True;1;0;1;0;0;0;0;0
C;36;County capital;Living with family;University;divorced;1;0;2428.9075;9;16;Manufacturing;between 501-1.000;10;False;0;0;0;0;1;0;0;0
C;52;County capital;Owner without mortgage;Highschool;married;2;0;1249.0;10;21;Wholesale and retail trade;between 251-500;12;True;1;0;0;0;1;0;0;0
F;40;Rural area;Living with family;Vocational school;married;4;2;4225.0;2;2;Transportation and storage;between 0-10;10;True;1;0;0;0;1;0;0;0
C;22;Rural area;Living with family;Post secondary school;single;2;1;1148.5;3;15;Manufacturing;between 501-1.000;2;False;0;0;0;0;0;0;0;1
E;48;County capital;Owner without mortgage;Post-graduate;married;2;0;2143.67;20;20;Missing;between 501-1.000;10;True;1;0;0;0;1;0;0;0
C;41;Urban area;Owner without mortgage;University;married;3;1;3021.0;16;16;Transportation and storage;between 51-100;1;False;0;0;0;0;0;0;0;0
B;29;Urban area;Owner without mortgage;Highschool;married;3;1;2206.0;10;14;Manufacturing;> 1.000;1;False;0;0;0;0;0;0;0;0
C;48;Urban area;Owner without mortgage;University;married;2;0;1748.0;25;91;Missing;between 101-250;13;True;1;0;0;0;1;0;0;0
C;40;Rural area;Owner without mortgage;Other;single;1;0;1038.915;3;14;Construction;between 51-100;2;False;0;0;0;0;0;0;0;0
C;48;Rural area;Living with family;Highschool;divorced;1;0;636.0;5;16;Missing;Missing;12;False;0;0;0;0;0;0;0;0
F;29;County capital;Living with family;Post secondary school;married;3;1;1867.0;7;14;Transportation and storage;> 1.000;2;False;0;0;0;0;0;0;0;0
B;38;Urban area;Owner without mortgage;Highschool;married;3;1;734.0;4;17;Manufacturing;between 101-250;1;False;0;0;0;0;0;0;0;0
B;39;County capital;Owner without mortgage;University;married;4;2;5116.5;15;23;Public administration and defence;between 501-1.000;2;False;0;0;0;0;0;0;0;0
E;29;Rural area;Owner without mortgage;Vocational school;married;3;1;782.6;1;18;Wholesale and retail trade;> 1.000;1;True;1;0;1;0;0;0;0;0
B;47;County capital;Other;Highschool;single;1;1;965.7;2;12;Real estate activities;between 501-1.000;1;True;1;0;1;0;0;0;0;0
C;46;County capital;Living with family;Missing;single;1;0;1034.6525;7;16;Wholesale and retail trade;> 1.000;12;False;0;0;0;0;0;0;0;0
B;54;Rural area;Owner without mortgage;Post secondary school;married;2;0;843.0;1;8;Other;between 101-250;1;True;1;0;1;0;0;0;0;0
B;34;Urban area;Owner with mortgage;University;married;2;0;3129.0;11;11;Public administration and defence;between 501-1.000;1;True;1;0;0;0;0;0;0;0
B;66;County capital;Owner without mortgage;Post secondary school;married;2;0;1558.0;5;16;Missing;Missing;2;True;1;0;0;0;0;0;0;0
C;34;Rural area;Owner without mortgage;University;married;2;0;1955.1;2;22;Financial and insurance activities;between 501-1.000;12;False;1;0;0;0;0;0;0;0
C;64;County capital;Owner without mortgage;Post secondary school;married;2;0;813.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
C;42;County capital;Owner without mortgage;Post secondary school;married;4;2;1717.755;2;12;Other;> 1.000;1;True;1;0;0;0;0;0;0;0
C;67;Rural area;Owner without mortgage;Vocational school;widow;1;0;953.0;5;16;Missing;Missing;9;False;0;0;0;0;1;0;0;0
F;32;Rural area;Owner with mortgage;University;single;1;0;3948.0;6;14;Financial and insurance activities;between 101-250;13;False;0;0;0;0;0;0;0;0
E;60;Urban area;Owner without mortgage;University;married;2;0;3552.0;5;16;Missing;Missing;2;True;1;0;1;0;0;0;0;0
C;25;Urban area;Owner without mortgage;Highschool;married;2;0;1902.66;5;10;Manufacturing;between 51-100;2;False;0;0;0;0;0;0;0;0
C;49;Rural area;Owner without mortgage;Vocational school;divorced;1;0;987.0;6;21;Manufacturing;between 251-500;13;False;0;0;0;0;0;0;0;0
F;47;County capital;Owner without mortgage;Highschool;married;2;0;3426.0;25;25;Transportation and storage;> 1.000;12;False;0;0;0;0;0;0;0;0
F;36;County capital;Living with family;University;married;3;1;3108.0;11;26;Missing;between 51-100;11;False;0;0;0;0;0;0;0;0
F;27;County capital;Living with family;University;married;2;0;3147.0;3;5;Professional, scientific and technical activities;between 251-500;1;True;1;0;0;0;0;0;0;0
E;64;County capital;Owner without mortgage;Highschool;married;2;0;1181.0;5;16;Missing;Missing;13;True;1;0;0;0;1;0;0;0
C;60;County capital;Owner without mortgage;University;single;1;0;3313.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
B;32;County capital;Owner with mortgage;University;single;1;0;2166.396;5;16;Public administration and defence;between 501-1.000;2;True;1;0;1;0;0;0;0;0
B;22;County capital;Living with family;Post secondary school;single;1;0;1212.5;2;11;Manufacturing;> 1.000;2;False;0;0;0;0;0;0;0;1
C;35;County capital;Living with family;University;single;1;0;907.0;2;9;Manufacturing;between 21-50;1;False;1;0;0;0;0;0;0;1
C;55;Urban area;Owner without mortgage;Post-graduate;married;3;1;1463.0;5;16;Missing;Missing;7;True;1;0;0;0;1;0;0;0
C;43;Rural area;Owner without mortgage;Highschool;widow;1;0;878.0;8;22;Wholesale and retail trade;between 51-100;1;False;0;0;0;0;0;0;0;0
B;46;County capital;Owner with mortgage;University;married;2;0;1196.0;4;7;Public administration and defence;between 101-250;7;False;0;0;0;0;0;0;0;0
B;64;County capital;Owner without mortgage;Post secondary school;single;1;0;1424.0;3;3;Manufacturing;between 21-50;1;True;1;0;0;0;0;0;0;1
C;63;County capital;Owner without mortgage;Vocational school;married;2;0;989.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
F;32;County capital;Living with family;Post-graduate;single;1;0;1736.79;4;16;Education;> 1.000;11;False;0;0;0;0;0;0;0;0
C;44;Urban area;Living with family;Highschool;single;1;0;1267.66;15;23;Manufacturing;between 51-100;5;True;1;0;0;0;0;0;0;0
B;36;County capital;Living with family;University;single;1;0;670.0;1;11;Human health and social work activities;> 1.000;1;True;1;0;1;0;0;0;0;0
C;68;Rural area;Owner without mortgage;Vocational school;married;2;0;968.0;5;16;Missing;Missing;8;False;1;0;0;0;1;0;0;0
C;38;Rural area;Owner without mortgage;Other;single;1;1;830.4;2;21;Manufacturing;between 501-1.000;1;True;1;0;0;0;0;0;0;0
B;42;County capital;Owner without mortgage;University;married;2;0;2782.25;21;26;Public administration and defence;between 251-500;11;False;0;0;0;0;1;0;0;0
E;58;Rural area;Owner without mortgage;Post secondary school;single;1;0;1265.0;19;23;Agriculture, hunting and forestry;between 21-50;1;True;1;0;1;0;0;0;0;0
F;24;Rural area;Living with family;University;single;1;0;1571.745;4;16;Manufacturing;between 251-500;1;False;0;0;0;0;0;0;0;0
F;28;Rural area;Living with family;Highschool;single;1;0;878.0;8;14;Wholesale and retail trade;between 0-10;2;False;0;0;0;0;0;0;0;0
C;42;Rural area;Owner without mortgage;Post secondary school;single;1;0;636.0;10;21;Public administration and defence;between 21-50;1;False;0;0;0;0;0;0;0;1
F;27;County capital;Living with family;Post-graduate;single;1;0;2956.5;2;15;Water supply;> 1.000;8;False;0;0;0;0;0;0;0;0
C;67;County capital;Owner without mortgage;Highschool;single;1;0;860.0;5;16;Missing;Missing;1;True;1;0;1;0;0;0;0;0
C;42;County capital;Living with family;Other;divorced;1;0;922.66;3;21;Manufacturing;> 1.000;2;False;0;0;0;0;0;0;0;1
E;46;Urban area;Owner without mortgage;University;married;2;0;2545.0;21;21;Public administration and defence;between 501-1.000;14;True;1;0;0;0;0;0;0;0
F;49;Urban area;Owner without mortgage;Post-graduate;married;3;1;3138.0;8;21;Public administration and defence;between 101-250;2;False;0;0;0;0;0;0;0;0
C;64;County capital;Living with family;Highschool;divorced;1;0;820.0;5;16;Missing;Missing;7;False;0;0;0;0;0;0;0;0
C;29;County capital;Owner with mortgage;University;married;3;1;2342.25;6;8;Financial and insurance activities;between 251-500;7;True;1;0;0;0;0;0;0;0
C;41;Rural area;Owner without mortgage;Highschool;married;2;1;2931.365;18;18;Mining and quarrying;> 1.000;1;True;1;0;0;0;0;0;0;0
C;36;Rural area;Other;Post secondary school;married;2;0;1121.0;9;11;Public administration and defence;> 1.000;1;False;1;0;0;0;0;0;0;0
C;67;Urban area;Owner without mortgage;Vocational school;single;1;0;1228.0;5;16;Missing;Missing;7;False;1;0;0;0;1;0;0;0
C;65;Urban area;Owner without mortgage;University;married;2;0;1528.0;5;16;Missing;Missing;15;False;1;0;0;0;0;0;0;0
F;31;Urban area;Living with family;Missing;married;2;0;3276.0;7;41;Public administration and defence;between 251-500;2;False;0;0;0;0;0;0;0;0
B;26;Rural area;Living with family;University;single;1;0;1253.66;7;19;Wholesale and retail trade;> 1.000;2;False;0;0;0;0;0;0;0;0
B;62;Rural area;Owner without mortgage;Vocational school;widow;1;0;553.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
C;24;County capital;Living with family;Highschool;married;1;0;1491.0;4;14;Manufacturing;> 1.000;2;False;0;0;0;0;0;0;0;0
C;55;County capital;Owner without mortgage;University;married;2;0;2577.0;8;42;Education;between 51-100;10;True;1;0;0;0;0;0;0;0
C;32;Urban area;Living with family;Highschool;married;2;0;742.0;2;21;Manufacturing;between 21-50;2;True;1;0;0;0;0;0;0;0
B;33;County capital;Living with family;University;single;1;0;3255.5;4;19;Wholesale and retail trade;between 101-250;1;True;1;0;0;0;0;0;0;0
C;35;Urban area;Living with family;Highschool;single;1;0;1085.25;1;11;Manufacturing;> 1.000;1;False;0;0;0;0;0;0;0;0
C;53;Rural area;Owner without mortgage;University;single;1;0;1052.0;20;16;Human health and social work activities;> 1.000;2;False;0;0;0;0;0;0;0;0
F;30;County capital;Living with family;University;single;1;0;3669.2475;4;13;Information and communication;> 1.000;2;False;0;0;0;0;0;0;0;0
F;34;County capital;Living with family;University;married;2;0;1934.0;2;3;Manufacturing;between 101-250;12;False;0;0;0;0;0;0;0;0
F;27;County capital;Living with family;University;single;1;0;2000.0;6;13;Professional, scientific and technical activities;between 101-250;7;True;1;0;0;0;0;0;0;0
C;28;County capital;Living with family;University;single;1;0;1821.005;2;6;Wholesale and retail trade;between 251-500;1;True;1;0;0;0;0;0;0;0
F;31;County capital;Living with family;University;single;1;0;3736.0;4;13;Information and communication;> 1.000;2;False;0;0;0;0;0;0;0;0
C;64;County capital;Owner without mortgage;Post secondary school;married;2;0;1818.0;5;16;Missing;Missing;13;False;0;0;0;0;0;0;0;0
C;64;Urban area;Owner without mortgage;Highschool;single;1;0;865.0;9;19;Wholesale and retail trade;between 21-50;1;False;0;0;0;0;0;0;0;0
E;64;County capital;Owner without mortgage;Post secondary school;widow;1;0;1041.0;5;16;Missing;Missing;1;True;1;1;1;0;0;0;0;0
B;22;County capital;Living with family;Post secondary school;single;1;0;1354.945;4;11;Manufacturing;between 51-100;1;False;0;0;0;0;0;0;0;0
F;43;County capital;Owner with mortgage;Highschool;married;2;0;2682.0;15;18;Wholesale and retail trade;between 251-500;14;False;0;0;0;0;0;0;0;0
C;34;Rural area;Owner without mortgage;Post secondary school;married;2;0;2104.0;8;56;Manufacturing;> 1.000;1;True;1;0;0;0;0;0;0;0
F;30;County capital;Living with family;University;single;1;0;4310.0;4;23;Information and communication;between 101-250;11;True;1;0;0;0;0;0;0;0
B;35;Rural area;Owner without mortgage;University;married;2;0;1344.0;8;24;Transportation and storage;between 501-1.000;1;True;1;0;0;0;0;0;0;0
C;63;Rural area;Owner without mortgage;Primary school;married;2;0;804.0;5;16;Missing;Missing;8;False;0;0;0;0;1;0;0;0
F;54;County capital;Owner without mortgage;Post secondary school;single;1;0;1053.5;7;21;Manufacturing;between 101-250;1;False;0;0;0;0;0;0;0;0
B;34;County capital;Living with family;Highschool;married;2;0;0.0;14;14;Missing;between 101-250;1;True;1;0;0;0;0;0;0;0
F;30;County capital;Living with family;Post-graduate;married;2;0;1673.0;2;8;Missing;between 51-100;2;False;0;0;0;0;0;0;0;0
C;42;Urban area;Owner without mortgage;Vocational school;married;3;1;1230.24;8;15;Manufacturing;between 0-10;12;False;0;0;0;0;1;0;0;0
F;29;County capital;Living with family;University;divorced;1;0;3015.1875;9;22;Financial and insurance activities;between 501-1.000;11;False;0;0;0;0;1;0;0;0
E;60;County capital;Owner without mortgage;University;married;2;0;2488.0;30;43;Manufacturing;between 251-500;2;True;1;0;1;0;0;0;0;0
E;57;Urban area;Owner without mortgage;Highschool;married;2;0;974.0;5;16;Missing;Missing;12;True;1;0;0;0;0;0;0;0
F;25;Urban area;Owner with mortgage;University;married;3;1;2302.0;1;2;Construction;between 21-50;1;False;0;0;0;0;0;0;0;0
C;63;Rural area;Owner without mortgage;Middle school;married;2;0;572.0;5;16;Missing;Missing;1;False;1;0;0;0;0;0;0;0
F;28;Rural area;Living with family;University;married;2;0;1505.66;3;19;Wholesale and retail trade;> 1.000;2;False;0;0;0;0;0;0;0;0
C;25;County capital;Owner without mortgage;Post-graduate;single;1;1;1362.8;6;16;Missing;> 1.000;2;True;1;0;1;0;0;0;0;0
B;26;County capital;Living with family;College;single;1;0;1325.0;2;25;Transportation and storage;> 1.000;1;True;1;0;0;0;0;0;0;0
F;34;County capital;Living with family;Highschool;married;2;0;1250,245;12;21;Manufacturing;between 501-1.000;11;True;1;0;0;0;1;0;0;0
C;65;County capital;Owner without mortgage;Middle school;single;1;0;1003.0;5;16;Missing;Missing;1;False;0;0;0;0;0;0;0;1
B;43;Rural area;Living with family;Highschool;married;2;0;636.0;5;20;Manufacturing;between 101-250;2;False;0;0;0;0;0;0;0;0
B;46;Rural area;Living with family;Highschool;married;1;0;1190.8975;6;16;Manufacturing;between 101-250;1;False;0;0;0;0;0;0;0;0
C;39;County capital;Owner without mortgage;University;single;1;0;5450.0;2;2;Accommodation and food service activities;between 21-50;1;False;0;0;0;0;0;0;0;1
B;60;Rural area;Owner without mortgage;University;divorced;1;0;1445.0;18;47;Public administration and defence;between 51-100;14;False;0;0;0;0;1;0;0;0
F;26;Urban area;Living with family;Post-graduate;single;1;0;2500.0;5;12;Electricity and gas;between 11-20;2;False;0;0;0;0;0;0;0;0
C;33;County capital;Living with family;University;single;1;0;6445.25;7;18;Mining and quarrying;> 1.000;2;False;0;0;0;0;0;0;0;0
