season,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,class
u,4.38,s,d,y,f,d,c,o,3.25,6.89,,,y,,,f,f,,d,p
a,9.11,x,y,n,f,a,c,n,12.7,11.4,,y,n,,,t,,,d,p
a,5.24,x,h,g,f,a,d,n,5.66,4.55,,t,w,,,t,l,,d,e
u,5.64,b,i,e,f,e,,y,6.7,7.3,,,k,,,f,f,,m,p
u,4.21,o,t,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,p
u,4.26,x,,y,f,x,c,u,6.43,3.6,,,w,,,f,f,,d,e
a,11.78,f,s,w,f,e,c,k,22.32,13.92,,s,w,,,t,e,,d,e
u,4.93,b,h,g,f,s,d,g,5.4,10.02,,s,g,,,f,f,,d,e
u,5.93,x,t,n,f,e,,w,13.99,13.72,,s,n,u,w,f,f,,d,e
u,4.5,c,i,y,f,,c,n,6.6,7.27,,,w,,,f,f,,d,p
u,3.15,f,d,b,f,x,c,w,3.28,2.17,b,i,n,,,f,f,,l,p
u,3.87,x,,w,f,x,c,n,5.92,3.47,,,w,,,f,f,,d,e
u,6.05,c,i,y,f,,c,r,6.77,8.05,,,w,,,f,f,,d,p
a,3.27,x,k,n,f,p,,e,4.35,9.43,,,y,,,f,f,,d,e
a,12.71,s,t,o,t,d,c,o,5.43,17.3,,,w,,,f,f,,d,e
a,0.71,x,g,p,f,a,,p,4.57,1.11,,h,k,,,f,f,,d,p
a,10.03,s,,l,f,s,c,u,7.43,20.44,,,b,,,f,f,,l,e
u,6.18,x,l,w,f,d,,p,3.42,8.5,,,w,,,f,f,,d,e
u,48.31,o,y,y,f,p,,y,5.98,29.13,,k,k,,,f,f,,d,e
w,3.63,o,s,y,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,p
u,2.75,f,y,n,f,d,d,p,5.11,2.68,,i,n,,,f,f,,l,e
u,9.61,x,h,g,f,s,,p,7.13,17.87,,i,n,,,f,f,,d,p
s,1.76,p,t,n,f,a,c,g,7.03,2.72,,t,y,,,t,e,,m,p
u,5.85,c,i,y,f,,c,r,6.61,8.1,,,w,,,f,f,,d,p
a,1.52,x,,n,f,,,n,5.47,2.54,,s,n,,,f,f,k,g,p
a,8.26,x,,n,f,x,c,w,9.57,11.8,r,i,w,,,f,f,,h,p
a,4.11,o,s,y,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,p
a,4.63,f,,y,f,s,d,y,5.23,14.16,,i,y,,,f,f,,d,p
u,3.36,f,w,y,f,a,,r,5.64,7.01,,t,y,,,f,f,,g,p
a,6.84,x,e,e,f,a,,g,8.18,10.08,,,y,,w,t,z,,d,p
u,0.53,f,,o,f,d,,o,4.77,0.99,,,o,,,f,f,w,g,p
u,1.52,b,,g,f,a,,g,5.14,2.04,,s,g,,,f,f,,d,p
s,9.76,f,s,w,f,s,c,w,7.79,26.64,,,w,,,f,f,,m,e
a,2.88,f,s,o,f,d,,y,3.07,5.61,,,y,,,f,f,,m,p
u,4.09,f,d,p,t,d,c,p,4.43,6.48,,,g,,,f,f,,d,e
u,4.0,s,k,n,f,p,,n,2.9,4.19,,k,n,,,t,f,,d,p
u,1.08,x,g,w,f,a,d,w,3.2,1.61,,,e,,,f,f,,d,p
a,3.57,f,d,n,f,x,c,w,4.93,3.22,b,i,n,,,f,f,,d,p
u,10.84,x,i,y,f,a,,y,11.1,20.54,r,,o,,,t,r,n,d,p
a,6.23,f,,n,f,d,c,y,6.11,10.9,b,,n,,,f,f,,l,p
u,7.21,s,,o,t,d,,o,5.08,11.64,,,w,,,t,f,,d,p
a,0.93,b,t,n,f,,c,k,3.9,2.59,,,n,,,t,f,,m,p
a,4.87,x,,b,f,x,,w,5.22,6.59,,,w,,,f,f,,d,p
s,1.98,b,g,n,f,,c,n,5.03,2.83,,,n,,,f,f,,m,p
u,0.59,x,g,o,f,,,y,3.3,0.6,,,y,,,f,f,,d,p
a,8.43,x,g,n,f,e,,w,8.61,17.4,,y,w,u,w,t,p,,d,p
u,10.67,x,h,n,t,p,,y,7.4,21.42,,,n,,,f,f,,d,e
s,1.54,x,k,n,f,,,n,3.65,1.42,,,n,,,f,f,,d,p
u,7.81,x,t,n,f,p,d,y,5.71,11.84,,s,n,,,f,f,,h,e
u,10.6,x,,n,f,x,c,w,11.05,13.21,r,i,w,,,f,f,,d,p
u,8.74,x,,n,t,,,w,8.35,16.43,b,,w,u,w,t,g,,d,e
a,1.29,f,s,y,f,f,f,f,3.74,5.53,,,y,,,f,f,,d,p
a,3.66,x,,w,f,x,c,p,7.76,3.65,,,n,,,f,f,,l,p
a,4.28,o,,w,f,f,f,f,5.38,30.45,,g,w,,,t,f,,p,p
w,4.09,x,h,o,f,a,c,n,3.98,6.21,,y,o,,,t,z,,d,p
a,15.9,p,w,n,f,p,,y,13.28,46.42,,,n,,,f,f,,d,e
a,19.08,p,d,o,f,p,,w,15.9,34.83,s,y,w,,,f,f,,d,e
u,7.5,x,h,n,f,p,d,y,6.67,12.66,,s,n,,,f,f,,h,e
u,4.56,f,k,n,f,p,,n,3.68,5.87,,k,n,,,t,f,,d,p
a,5.35,b,s,k,f,e,,g,6.4,7.7,,,y,,,f,f,,g,p
u,2.41,p,t,n,f,a,c,n,8.79,2.73,,t,y,,,t,e,,m,p
u,16.01,x,d,o,f,p,,w,17.59,38.02,s,y,w,,,f,f,,d,e
a,7.3,f,,y,f,a,c,w,5.76,14.38,,,w,,,f,f,,d,e
a,11.34,x,e,n,t,p,,o,8.58,26.65,,,e,,,f,f,,d,p
w,5.09,x,h,g,f,a,d,n,6.4,4.92,,t,w,,,t,l,,d,e
a,4.69,x,s,y,f,a,c,y,5.5,6.65,,g,o,,,f,f,,g,p
a,9.04,x,,n,f,p,,p,11.8,30.59,c,,n,,,f,f,p,d,p
u,5.15,c,i,y,f,,c,r,6.59,6.7,,,w,,,f,f,,d,p
u,4.15,f,l,e,f,x,d,y,5.98,4.81,,,y,,,f,f,,l,p
a,7.05,c,h,n,f,e,,w,12.86,12.49,,s,n,u,w,f,f,,d,e
w,14.62,f,e,g,f,d,c,w,6.53,22.15,s,,w,,,f,f,,l,e
u,7.15,x,y,w,t,,,g,7.87,13.17,s,,w,,,t,l,,g,p
w,16.15,s,k,w,t,d,d,n,5.87,30.55,,,w,,,f,f,,d,p
a,13.4,x,e,n,t,p,,o,7.98,24.8,c,,y,,,f,f,,d,p
u,6.94,x,y,n,f,e,c,w,5.41,9.69,,y,n,,,f,f,,d,e
u,7.82,f,,n,t,,,w,9.36,15.41,b,,w,u,w,t,g,,d,e
u,8.9,f,d,w,f,s,c,w,6.69,31.69,,,w,,,f,f,,m,e
u,11.31,x,e,l,f,x,c,w,9.1,26.12,,,w,,,f,f,,d,e
w,3.14,x,s,w,f,d,d,w,2.73,5.98,,,w,,,f,f,,g,e
s,4.86,c,,n,f,f,f,f,4.84,19.39,,,n,,,f,f,,d,e
u,3.76,b,g,n,f,x,d,w,4.71,3.55,,,y,,,f,f,,g,e
a,9.46,x,s,n,f,e,c,p,8.24,9.65,,i,n,,,f,f,p,d,e
a,10.99,x,e,y,t,p,,o,8.33,24.72,,,e,,,f,f,,d,p
u,2.58,b,,g,f,a,,g,5.56,2.51,,s,n,,,f,f,,d,p
u,10.27,x,,n,f,p,,w,10.56,30.2,c,,n,,,f,f,p,d,p
u,2.5,f,y,n,f,e,c,w,4.18,3.17,,k,w,,,t,e,,d,p
w,6.75,x,w,p,f,s,c,p,4.25,9.1,,,p,,,f,f,,d,p
a,4.98,o,t,n,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,p
u,11.16,s,t,r,t,d,c,n,6.38,15.6,,,n,,,f,f,,d,p
a,7.22,s,,y,f,a,c,w,5.92,17.05,,,g,,,f,f,,d,e
a,15.21,s,s,n,f,d,c,y,6.2,38.65,,k,k,,,f,f,,d,p
u,5.09,x,,w,f,x,c,n,6.93,4.2,,,w,,,f,f,,d,e
a,8.56,f,s,o,f,s,,y,10.6,14.05,,t,o,,,f,f,,d,e
a,1.64,b,h,n,f,a,,n,4.12,1.46,,t,n,,,f,f,,h,p
a,6.88,f,w,y,f,f,f,f,5.9,15.4,,,y,,,f,f,,d,e
u,3.33,b,y,n,f,,c,w,5.7,4.38,s,s,w,,,f,f,,d,p
a,1.49,x,k,n,f,,,n,3.17,1.49,,,n,,,f,f,,d,p
a,5.76,x,s,b,f,x,c,w,6.15,10.06,,s,n,,,f,f,,l,e
u,7.94,x,h,r,f,,c,w,10.41,15.27,,,w,u,w,t,g,,d,p
u,1.44,x,g,n,f,d,d,n,1.81,2.37,,s,n,,,f,f,,h,p
u,6.6,c,t,n,f,e,,w,13.29,13.08,,s,w,u,w,f,f,,d,e
a,6.49,x,s,b,f,x,c,w,7.11,10.41,,s,n,,,f,f,,l,e
u,1.4,c,g,e,t,a,,p,6.17,1.14,,,n,,,f,f,,h,e
u,6.24,s,,n,t,d,c,w,5.96,5.38,,,n,,,f,f,,d,p
a,3.68,f,s,w,f,d,d,w,3.98,5.82,,,w,,,f,f,,m,e
u,3.53,x,t,n,f,s,c,n,4.8,8.34,,,w,,n,t,z,,d,p
u,5.35,c,e,w,t,x,c,p,6.48,13.31,,,w,,,f,f,,d,p
a,9.92,s,s,y,f,x,,n,5.65,18.78,,,w,,,f,f,,d,e
a,8.23,x,y,w,t,,,n,8.97,15.53,s,,w,,,t,l,,d,p
u,4.04,f,y,w,f,e,c,w,5.86,3.67,,k,w,,,t,e,,m,p
a,4.94,x,t,n,f,p,,n,7.35,12.4,,,e,,,f,f,,d,e
a,5.37,x,,y,f,s,d,y,4.77,11.16,,i,y,,,f,f,,d,p
w,3.47,x,t,n,f,d,,o,5.71,7.2,,t,o,,,f,f,,d,e
w,9.22,s,s,y,f,x,,n,6.99,22.23,,,w,,,f,f,,d,e
a,3.09,f,w,o,t,d,c,y,4.26,6.2,,,n,,,f,f,,d,p
a,9.48,p,y,n,f,,,k,19.4,19.42,,,w,,,f,f,,d,p
a,5.66,f,d,o,f,d,d,o,5.48,12.01,,,w,,,f,f,,d,e
u,8.53,x,i,n,f,a,c,k,7.94,8.0,,i,n,,k,t,z,k,g,p
a,2.1,x,i,k,f,a,,w,4.08,2.36,,,w,,,f,f,p,g,p
w,8.98,f,,g,f,s,c,p,7.24,20.35,b,,u,,,f,f,,g,e
a,7.42,f,g,o,f,s,,y,8.98,11.74,,t,n,,,f,f,,d,e
a,7.34,s,h,n,t,d,,w,4.19,10.96,,t,r,,,f,f,,d,p
a,7.14,x,h,r,f,,c,w,10.51,14.35,,,w,u,w,t,p,,d,p
a,5.32,f,,g,f,d,c,w,5.27,9.86,b,,n,,,f,f,,l,p
u,11.92,x,e,y,t,p,,o,9.27,36.13,,,e,,,f,f,,d,p
u,3.68,x,,b,f,x,,w,4.38,6.07,,,w,,,f,f,,d,p
u,9.77,x,s,u,f,x,,n,7.75,24.5,,,w,,,f,f,,d,e
u,1.5,x,i,k,f,a,,w,4.42,2.47,,,w,,,f,f,p,g,p
a,7.4,f,y,y,f,s,c,y,6.63,20.05,,y,e,,,f,f,,d,p
u,1.21,f,s,y,f,f,f,f,3.29,5.64,,,y,,,f,f,,d,p
u,9.09,f,h,r,f,,c,w,11.27,15.62,,,w,u,w,t,g,,d,p
a,6.63,x,e,e,f,a,,w,9.08,11.41,,,e,,w,t,z,,d,p
a,3.61,o,,g,f,f,f,f,4.25,19.17,,g,n,,,f,f,,d,p
a,5.4,x,,y,f,s,d,y,5.9,14.17,,i,y,,,f,f,,d,p
a,3.18,x,y,y,f,a,,w,4.55,2.99,,y,n,,,t,r,,h,p
u,15.37,f,h,o,f,e,,w,17.01,17.29,s,y,w,u,w,t,g,,d,p
a,8.37,x,t,n,f,p,d,y,7.85,13.14,,s,n,,,f,f,,g,e
a,2.34,o,s,n,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,p
u,4.58,c,k,y,t,x,c,r,7.52,12.77,,,w,,,f,f,,g,p
u,6.64,s,,n,f,d,c,w,5.48,8.49,,s,w,,,f,f,,h,e
a,2.88,b,g,n,f,x,d,w,4.21,2.62,,,y,,,f,f,,g,e
a,3.92,x,t,n,f,d,,o,5.75,7.95,,t,w,,,f,f,,d,e
a,1.67,c,g,n,f,a,,w,4.8,1.44,,,g,,,f,f,,l,e
s,1.25,b,h,n,f,a,,n,4.79,1.29,,t,n,,,f,f,,h,p
a,2.53,x,d,n,f,p,,y,4.85,10.71,,,y,,,f,f,,d,e
a,6.71,f,y,w,f,e,c,p,4.74,11.63,,,w,,w,t,e,,m,e
a,5.69,x,s,k,f,a,c,w,4.16,14.48,,,w,,,f,f,,d,e
a,5.45,s,,n,t,d,c,b,5.98,6.21,,,e,,,f,f,,d,p
a,6.57,s,,n,f,d,c,w,5.81,8.53,,s,w,,,f,f,,l,e
u,6.88,x,,n,t,p,,g,10.78,25.92,,y,w,,,f,f,,d,e
u,6.37,s,,n,f,d,c,w,5.69,8.31,,s,w,,,f,f,,h,e
a,10.24,p,y,w,f,,,p,20.19,19.91,,,w,,,f,f,,d,p
a,2.91,f,w,n,t,d,c,n,3.94,6.86,,,n,,,f,f,,d,p
u,3.85,o,s,n,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,p
a,13.57,f,t,g,t,d,c,w,5.27,24.8,,,r,,,f,f,,g,p
w,9.08,o,t,y,f,,c,o,1.49,14.76,,,y,,,f,f,,d,p
u,19.54,p,w,n,f,p,,y,17.88,65.63,,,n,,,f,f,,d,e
u,18.94,x,t,n,f,p,,w,20.47,85.51,,,n,,,f,f,,d,e
a,4.57,x,d,n,t,p,,y,6.74,14.05,,,y,,,f,f,,d,e
u,8.23,x,,g,t,p,,g,12.02,25.07,,y,w,,,f,f,,d,e
w,12.04,f,s,u,f,x,,n,8.07,29.74,,,p,,,f,f,,d,e
a,8.67,x,e,n,f,a,,n,10.31,15.21,s,,n,,n,f,f,,d,p
a,1.46,x,g,n,f,d,d,n,1.77,2.48,,s,n,,,f,f,,d,p
a,5.61,x,s,n,f,s,,n,5.44,6.87,,y,n,,,f,f,,d,p
u,4.25,x,h,r,f,s,c,g,6.7,8.28,,y,n,,,t,e,k,g,p
u,12.67,f,,g,f,e,,w,11.4,15.51,,,w,u,w,t,g,,d,p
a,5.75,x,y,n,f,e,c,p,4.14,12.72,,,w,,,t,r,,w,e
w,6.42,f,,g,f,d,c,y,5.98,10.11,b,,n,,,f,f,,l,p
u,4.31,f,,u,f,a,,w,4.68,7.98,,,w,,,f,f,,d,p
u,3.27,x,y,y,f,a,,w,6.16,3.52,,y,y,,,t,r,,d,p
u,8.96,p,,n,f,p,,p,8.73,28.5,c,,n,,,f,f,p,d,p
u,4.45,s,k,n,f,p,,n,3.35,5.78,,k,n,,,t,f,,d,p
u,9.76,o,,n,f,,,w,3.83,23.31,,,n,,,f,f,,d,e
u,10.55,s,,w,t,d,c,y,5.72,24.43,,,w,,,f,f,,d,e
u,3.74,x,,l,f,d,,r,5.84,6.2,,,l,,,f,f,,d,e
u,5.63,x,i,n,f,e,c,n,4.89,12.91,,,w,,,t,l,,w,e
u,12.7,x,,g,f,e,,w,11.26,14.18,,,w,u,w,t,e,,d,p
s,52.02,o,y,y,f,p,,y,6.8,41.67,,k,k,,,f,f,,d,e
w,4.79,f,t,o,f,a,d,y,7.74,6.29,,s,n,,,f,f,,d,e
w,4.16,x,s,y,f,,c,r,10.22,7.51,,,y,u,w,t,z,k,d,p
a,4.19,x,t,n,f,s,c,n,5.88,8.53,,,w,,n,t,z,,d,p
w,3.42,x,t,o,f,a,d,y,5.12,4.03,,k,o,,,f,f,,d,e
a,4.84,x,y,n,f,e,c,p,5.4,9.43,,y,n,,,f,f,,d,e
u,3.97,f,y,p,f,e,c,w,4.24,3.51,,k,w,,,t,e,,d,p
a,4.8,x,d,o,f,d,d,o,6.1,12.95,,,w,,,f,f,,g,e
u,2.26,b,,n,f,a,,g,4.88,1.88,,s,n,,,f,f,,d,p
a,3.29,x,i,e,f,,,e,3.71,4.32,,,e,,,f,f,n,d,p
w,4.52,b,g,n,f,a,d,g,4.93,3.61,,s,g,,,f,f,,d,e
s,4.13,c,,n,f,f,f,f,5.65,18.44,,,n,,,f,f,,l,e
a,7.91,f,h,e,f,x,d,w,5.93,17.12,b,,w,,,f,f,,d,p
a,5.94,f,,g,f,d,c,w,5.87,10.02,b,,n,,,f,f,,d,p
a,1.96,b,,n,f,a,,g,4.83,1.96,,s,g,,,f,f,,d,p
a,0.93,f,g,e,t,a,,p,5.63,0.92,,,n,,,f,f,,h,e
u,7.7,s,h,n,t,d,,w,4.48,12.95,,t,g,,,f,f,,d,p
a,10.68,s,,w,t,d,c,y,5.51,22.84,,,w,,,f,f,,d,e
a,2.42,x,s,g,f,d,c,w,2.52,6.69,,,w,,,f,f,,g,p
s,5.39,c,k,w,t,x,c,r,5.34,11.68,,,w,,,f,f,,d,p
u,1.22,x,g,n,f,d,d,n,1.21,2.17,,s,n,,,f,f,,h,p
u,7.8,x,t,y,t,x,c,y,8.52,16.37,,,w,,,f,f,,d,e
a,10.88,p,s,w,t,e,,n,7.39,17.23,s,,w,,,t,r,,m,e
a,3.1,o,,g,f,f,f,f,2.81,14.01,,g,n,,,f,f,,d,p
u,3.05,b,w,u,f,a,c,g,5.73,5.01,,s,u,,,f,f,,l,p
a,4.92,x,,e,f,x,,w,6.31,7.38,,,w,,,f,f,,d,p
u,6.83,f,d,n,f,a,c,y,5.83,6.41,,i,n,,,t,,,d,p
a,5.61,c,i,y,f,,c,r,7.46,8.47,,,w,,,f,f,,d,p
a,8.71,f,s,u,f,a,c,w,4.47,15.59,,,w,,,f,f,,d,e
a,5.66,f,s,w,f,e,c,p,4.92,12.13,,,w,,w,t,e,,g,e
a,5.88,x,,w,f,e,,w,5.96,13.72,b,,y,u,w,t,g,,d,e
u,4.18,b,g,g,f,a,d,g,5.59,3.77,,s,n,,,f,f,,d,e
a,6.76,p,y,w,f,e,c,k,5.07,11.88,,,w,,w,t,e,,m,e
w,2.57,x,,b,f,,d,w,6.75,4.88,,,w,,,f,f,,d,e
a,4.78,x,h,n,f,x,c,n,5.49,5.63,,s,n,,,t,r,,d,e
u,4.86,o,,w,f,f,f,f,5.15,26.74,,g,w,,,t,f,,d,p
u,5.89,x,s,w,f,e,c,n,4.88,13.3,,,w,,w,t,e,,g,e
a,6.11,s,d,e,t,d,c,y,5.21,9.16,,,n,,,f,f,,d,p
a,2.75,s,,y,f,f,f,f,7.03,7.78,,,y,,,f,f,,d,e
a,9.53,f,e,b,f,,c,b,4.7,17.51,,,w,,,t,f,,d,e
u,9.75,s,t,w,t,d,c,o,5.91,17.05,,,w,,,f,f,,d,e
u,15.86,x,e,n,t,e,,w,9.98,17.51,,,w,,,t,,,g,e
a,8.2,f,s,y,f,a,d,w,7.92,14.18,,i,n,,,t,,w,d,e
u,7.71,x,,g,t,p,,g,12.83,25.07,,y,w,,,f,f,,d,e
u,6.69,x,h,n,f,x,c,w,6.69,6.56,,s,n,,,t,r,,d,e
u,3.76,x,y,n,f,a,,w,6.03,3.41,,y,n,,,t,r,,h,p
a,8.28,x,w,p,f,s,c,p,4.85,9.93,,,p,,,f,f,,d,p
u,10.11,x,h,n,t,p,,o,7.73,25.18,c,,y,,,f,f,,d,p
w,3.12,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,p
u,52.72,o,y,y,f,p,,y,5.76,35.85,,k,n,,,f,f,,d,e
a,4.36,f,t,n,f,x,c,p,5.37,3.24,,i,n,,,f,f,,d,p
u,8.35,x,h,y,f,p,,y,8.06,14.92,,,y,,y,t,,,d,e
a,18.53,x,k,n,t,p,,o,9.73,33.72,c,,y,,,f,f,,d,p
u,1.2,b,g,g,f,,,g,3.76,1.7,,,w,,,f,f,,d,e
u,3.91,s,,u,f,a,,w,4.68,8.55,,,y,,,f,f,,d,p
u,5.46,b,i,e,f,e,,k,7.44,7.43,,,o,,,f,f,,g,p
a,2.54,s,d,w,f,a,d,w,2.78,2.25,,h,w,,,f,f,,g,p
a,13.77,s,,l,f,s,c,u,8.4,22.29,,,u,,,f,f,,l,e
u,1.2,x,g,w,f,a,d,w,3.22,1.72,,,e,,,f,f,,l,p
a,10.83,x,s,w,t,e,,n,10.75,18.14,s,,w,,,t,l,,m,e
u,5.21,c,e,w,t,x,c,p,7.31,12.44,,,w,,,f,f,,g,p
a,2.45,f,i,l,f,a,,w,3.86,2.62,,,w,,,f,f,p,g,p
u,7.45,p,,n,f,a,,w,7.03,11.37,,,g,,,f,f,,g,e
u,9.62,f,s,w,t,e,,g,9.58,16.45,s,,w,,,t,l,,m,e
a,7.63,f,s,n,f,s,,y,9.02,13.02,,i,o,,,f,f,,d,e
u,7.46,f,d,n,t,d,c,y,5.43,8.45,,,e,,,f,f,,d,p
s,0.81,b,g,g,f,,,g,2.97,1.57,,,w,,,f,f,,d,e
u,3.21,x,k,w,f,s,,p,3.82,2.91,,,n,,,f,f,p,g,p
a,3.07,f,w,o,t,d,c,n,3.98,6.06,,,n,,,f,f,,d,p
a,7.46,x,t,y,f,p,,y,8.0,15.94,,,y,,y,t,,,d,e
s,1.44,f,w,n,f,,d,k,5.06,2.57,,,w,,,f,f,,d,e
a,8.51,p,y,w,f,,,p,18.03,18.58,,,w,,,f,f,,d,p
u,3.14,b,y,n,f,,c,k,6.75,2.6,,,w,,,f,f,,d,e
u,2.81,x,t,n,f,s,c,p,5.52,8.85,,,w,,n,t,z,,d,p
u,13.89,x,e,n,t,e,,w,9.54,17.07,,,w,,,t,,,d,e
a,2.69,f,s,o,f,d,,o,3.15,6.32,,,o,,,f,f,,m,p
a,1.91,p,t,n,f,a,c,n,6.12,2.49,,t,y,,,t,e,,m,p
a,3.94,f,,p,f,x,,w,4.06,5.56,,,w,,,f,f,,d,p
w,5.6,o,e,r,f,,c,o,1.7,15.33,,,n,,,f,f,,d,p
u,4.28,f,,y,f,x,,w,4.99,6.75,,,w,,,f,f,,d,p
u,4.68,f,l,e,f,x,d,n,6.23,4.94,,,y,,,f,f,,d,p
u,12.1,x,e,n,t,p,,o,9.9,30.72,c,,y,,,f,f,,d,p
u,7.59,x,y,w,t,,,n,8.06,13.18,s,,w,,,t,l,,d,p
u,2.74,f,,w,f,a,c,w,3.17,3.46,,i,w,,,f,f,,d,p
a,8.91,x,,u,t,x,,u,8.38,20.71,s,,u,,u,f,f,,d,p
u,8.52,f,y,n,f,e,c,n,4.91,13.35,,,w,,,t,r,,w,e
s,6.15,p,y,g,f,,,k,8.42,11.85,,s,w,,,t,z,,d,p
a,3.55,x,h,n,f,,c,n,5.65,6.72,,s,w,,w,f,f,k,d,e
a,2.91,x,i,e,f,,,e,3.86,4.15,,,e,,,f,f,n,d,p
u,3.22,b,t,l,f,s,c,g,5.88,6.15,,y,n,,,t,e,k,g,p
u,3.61,b,y,p,f,e,c,w,4.84,3.41,,k,w,,,t,e,,m,p
a,6.36,x,,n,f,a,,w,4.6,11.08,,,w,,,f,f,,g,e
a,7.88,f,y,e,f,s,c,y,7.23,19.35,,y,u,,,f,f,,d,p
u,7.28,x,t,e,f,x,d,w,5.19,16.46,b,,w,,,f,f,,d,p
a,9.44,f,,g,f,s,c,g,6.55,19.92,b,,u,,,f,f,,g,e
a,6.05,x,i,o,f,e,,y,6.46,7.63,,,y,,,f,f,,g,p
u,12.92,x,,g,f,e,,w,11.21,14.42,,,w,u,w,t,e,,d,p
a,4.83,f,,y,f,s,d,y,6.11,13.94,,i,y,,,f,f,,d,p
a,1.72,x,k,n,f,,,n,3.84,1.77,,,n,,,f,f,,d,p
s,10.84,o,,e,f,f,f,f,3.48,24.49,,g,n,,,f,f,,d,p
u,9.33,x,,g,f,a,,w,8.72,14.98,,,g,,,f,f,,g,e
a,3.54,s,,n,f,f,f,f,6.93,7.31,,,o,,,f,f,,d,e
u,1.89,f,t,y,f,,,n,7.09,2.79,,,y,,,f,f,,g,p
a,9.03,f,y,y,f,s,c,y,7.75,20.09,,y,y,,,f,f,,d,p
u,6.69,s,d,e,t,d,c,y,6.12,9.01,,,n,,,f,f,,d,p
w,10.25,f,y,w,f,e,c,p,15.8,11.57,,s,w,,,t,e,,g,e
u,1.52,f,t,n,f,,,y,4.81,2.11,,,y,,,f,f,,g,p
u,6.05,x,s,u,f,a,c,w,4.18,12.14,,,w,,,f,f,,d,e
w,5.72,x,,n,f,d,c,w,5.82,10.65,b,,n,,,f,f,,l,p
a,11.57,x,e,n,t,p,,e,8.91,33.2,,,u,,,f,f,,d,p
u,10.87,x,,n,t,,,w,10.09,18.12,b,,w,u,w,t,g,,d,e
u,1.1,b,t,y,f,,c,g,3.66,2.67,,,n,,,t,f,,m,p
a,1.21,b,t,y,f,,c,k,4.04,2.55,,,n,,,t,f,,m,p
a,8.72,o,k,y,f,,c,y,1.71,16.18,,,y,,,f,f,,d,p
w,15.35,f,h,e,f,e,,w,17.27,17.54,s,y,w,u,w,t,p,,d,p
u,7.06,b,t,w,f,e,c,w,13.01,13.47,,y,w,u,w,t,e,,d,p
a,1.35,x,g,n,f,a,,w,5.63,1.82,,t,y,,,f,f,,g,e
a,6.34,x,d,n,t,p,,y,6.72,15.33,,,y,,,f,f,,d,e
a,2.74,x,,u,f,,d,w,5.61,4.84,,,w,,,f,f,,d,e
u,4.2,x,,l,f,d,,r,5.89,7.86,,,l,,,f,f,,l,e
a,11.49,f,t,r,t,d,c,n,5.12,12.71,,,n,,,f,f,,h,p
a,10.37,s,,o,t,d,,o,5.5,12.03,,,w,,,t,f,,d,p
s,8.68,f,s,w,f,s,c,w,6.17,28.72,,,w,,,f,f,,d,e
u,7.33,x,g,n,f,e,,w,8.29,14.74,,y,w,u,w,t,p,,d,p
u,1.53,x,,n,f,,,k,4.53,2.34,,s,n,,,f,f,k,g,p
a,4.63,s,d,o,f,d,c,y,3.38,6.42,,,y,,,f,f,,d,p
u,12.78,s,t,n,t,d,c,n,6.05,14.57,,,n,,,f,f,,h,p
u,5.56,f,d,e,t,d,c,w,5.15,8.17,,,e,,,f,f,,d,p
s,6.04,c,,g,f,f,f,f,6.67,22.11,,,n,,,f,f,,l,e
a,14.15,x,e,g,f,a,c,w,8.95,25.91,s,,w,,,f,f,,d,e
a,6.51,f,t,n,f,s,,y,9.0,12.05,,t,n,,,f,f,,d,e
a,6.36,s,d,y,f,d,c,y,3.8,6.94,,,o,,,f,f,,d,p
a,1.39,x,,n,f,,,k,4.88,2.46,,s,n,,,f,f,k,g,p
u,3.64,x,,y,f,a,c,y,4.14,9.31,,,w,,,f,f,,d,e
a,3.3,c,,w,f,a,c,w,3.93,3.5,,i,w,,,f,f,,p,p
u,13.68,x,h,y,f,s,,y,8.01,17.68,,i,n,,,f,f,,d,p
a,4.83,f,l,e,f,x,d,y,5.9,5.25,,,y,,,f,f,,d,p
a,14.64,x,h,w,f,s,,p,7.9,18.06,,i,n,,,f,f,,d,p
a,9.49,f,y,w,f,e,c,p,24.74,13.81,,s,w,,,t,e,,u,e
a,10.07,s,,y,t,d,,o,5.24,12.87,,,w,,,t,f,,d,p
a,7.76,x,d,y,t,p,,y,5.38,11.8,,,e,,,f,f,,d,e
a,8.09,f,h,o,f,s,,n,9.21,13.61,,i,n,,,f,f,,d,e
a,5.85,f,y,n,f,e,c,n,4.79,13.49,,,w,,,t,l,,w,e
w,14.84,f,h,o,f,e,,w,16.79,18.0,s,y,w,u,w,t,g,,d,p
a,5.77,x,d,e,t,d,c,w,5.31,7.96,,,n,,,f,f,,d,p
u,3.68,x,h,y,f,p,,y,6.93,14.08,,,y,,y,t,,,d,e
